taxon_oid	Name	IMG_Phylum	IMG_Class	IMG_Order	IMG_Family	IMG_Genus	Institution	Host	Fraction	HostFraction	gene-genome	NumfliC	clust1	clust2	clust3	clust4	NumOperons	genesInOperon	T3SS	T6SS	coronatine
2582581865	Rhizobium_sp._CF258	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585387695-2582581865	3	0	0	1	0	1	2	0	0	0
2643221882	Methylobacterium_sp._Leaf122	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645372936-2643221882	1	0	0	1	0	0	0	0	0	0
2671180696	Acidovorax_sp._Root275	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2673829255-2671180696	3	1	0	0	0	1	2	0	0	0
2643221485	Variovorax_sp._160MFSha2.1	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	UNC	Arabidopsis	Root	Arabidopsis_Root	2643493216-2643221485	1	1	0	0	0	0	0	1	1	1
2643221827	Frigoribacterium_sp._Leaf415	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645130992-2643221827	1	0	1	0	0	0	0	0	0	0
2643221583	Caulobacter_sp._Root655	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643923407-2643221583	3	0	0	1	0	1	2	0	1	0
2687453679	Sphingobium_sp._YR657	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	ORNL	Populus	Root	Populus_Root	2689684102-2687453679	2	1	0	0	0	0	0	0	0	0
2517572231	Rhizobium_sp._2MFCol3.1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	UNC	Arabidopsis	Root	Arabidopsis_Root	2518209679-2517572231	7	0	0	1	0	1	2	0	0	0
2643221541	Sphingomonas_sp._Root50	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643728946-2643221541	2	1	0	0	0	1	2	0	0	0
2643221618	Ensifer_sp._Root231	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644103291-2643221618	2	0	0	1	0	0	0	0	0	0
2639763198	Leifsonia_sp._115AMFTsu3.1	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	UNC	Arabidopsis	Root	Arabidopsis_Root	2642405258-2639763198	1	0	1	0	0	0	0	0	0	0
2643221908	Frigoribacterium_sp._Leaf164	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645484965-2643221908	1	0	1	0	0	0	0	0	0	0
2513237142	Pseudomonas_fluorescens_BZ64	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	UNC	Arabidopsis	Root	Arabidopsis_Root	2513896146-2513237142	1	1	0	0	0	0	0	0	0	0
2643221554	Duganella_sp._Root1480D1	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643788225-2643221554	2	1	0	0	0	0	0	1	1	1
2615840639	Burkholderia_vietnamiensis_WPB	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	ORNL	Populus	Root	Populus_Root	2616372824-2615840639	1	1	0	0	0	0	0	1	1	1
2228664007	Pseudomonas_sp._KD5	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	UNC	Arabidopsis	Root	Arabidopsis_Root	2230710495-2228664007	1	1	0	0	0	0	0	0	0	0
2643221621	Achromobacter_sp._Root83	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644121686-2643221621	1	1	0	0	0	0	0	1	0	1
2585427526	Rhizobium_leguminosarum_OV152	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585529312-2585427526	7	0	0	1	0	1	3	0	1	0
2546825542	Burkholderia_cenocepacia6	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	UNC	Arabidopsis	Root	Arabidopsis_Root	2546972135-2546825542	2	1	0	0	0	0	0	0	1	0
2643221486	Phyllobacterium_sp._177MFSha	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2643497629-2643221486	1	0	0	1	0	0	0	0	0	0
2643221699	Brevundimonas_sp._Root1423	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644550140-2643221699	6	0	0	1	0	2	4	0	0	0
2643221930	Geodermatophilus_sp._Leaf369	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645571092-2643221930	1	0	1	0	0	0	0	0	0	0
2518645598	Pseudomonas_sp._URIL14HWK12:I11	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2518979860-2518645598	1	1	0	0	0	0	0	1	1	1
2643221917	Sphingomonas_sp._Leaf343	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645521236-2643221917	1	1	0	0	0	0	0	0	1	0
2643221584	Caulobacter_sp._Root656	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643930072-2643221584	4	0	0	1	0	1	2	1	1	1
2643221852	Paenibacillus_sp._Soil787	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	MPCologne	Arabidopsis	Soil	Arabidopsis_Soil	2645237657-2643221852	1	0	1	0	0	0	0	0	0	0
2228664006	Rhizobium_sp._57MFTsu3.2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	UNC	Arabidopsis	Root	Arabidopsis_Root	2230701446-2228664006	4	0	0	1	0	1	2	0	0	0
2595698215	Curtobacterium_sp._UNCCL20	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2596279095-2595698215	1	0	1	0	0	0	0	0	0	0
2690315628	Rhizobium_sp._PDC82	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2690443383-2690315628	4	0	0	1	0	1	2	0	1	0
2519899668	Luteibacter_sp._22Crub2.1	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	UNC	Arabidopsis	Root	Arabidopsis_Root	2520562477-2519899668	2	1	0	0	0	1	2	0	1	0
2643221862	Frigoribacterium_sp._Leaf263	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645283831-2643221862	1	0	1	0	0	0	0	0	0	0
2643221888	Duganella_sp._Leaf126	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645401618-2643221888	3	1	0	0	0	1	2	0	1	0
2615840536	Arthrobacter_sp._CF158	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ORNL	Populus	Root	Populus_Root	2615972624-2615840536	1	0	1	0	0	0	0	0	0	0
2643221680	Ensifer_sp._Root1312	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644454496-2643221680	2	0	0	1	0	0	0	0	0	0
2521172668	Pseudomonas_sp._LAMO17WK12:I3	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2521875780-2521172668	1	1	0	0	0	0	0	0	0	0
2596583598	Ralstonia_sp._UNCCL144	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	UNC	Arabidopsis	Root	Arabidopsis_Root	2597028219-2596583598	1	1	0	0	0	0	0	0	1	0
2643221555	Mesorhizobium_sp._Root554	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643794961-2643221555	2	0	0	1	0	1	2	0	0	0
2643221934	Rhizobium_sp._Leaf384	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645589154-2643221934	4	0	0	1	0	1	3	0	0	0
2643221663	Brevundimonas_sp._Root1279	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644352842-2643221663	3	0	0	1	0	1	2	0	0	0
2690315795	Microbacterium_sp._Leaf161	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2691116136-2690315795	1	0	1	0	0	0	0	0	0	0
2636416056	Polaromonas_sp._UNC47MFTsu3.1	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	UNC	Arabidopsis	Root	Arabidopsis_Root	2639079797-2636416056	1	1	0	0	0	0	0	0	0	0
2519899654	Arthrobacter_sp._49Tsu3.1M3	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	UNC	Arabidopsis	Root	Arabidopsis_Root	2520533913-2519899654	1	0	1	0	0	0	0	0	0	0
2643221724	Microbacterium_sp._Root280D1	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644680319-2643221724	1	0	1	0	0	0	0	0	0	0
2639762528	Bacillus_sp._CL96	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	UNC	Arabidopsis	Root	Arabidopsis_Root	2639864084-2639762528	4	0	1	0	0	1	3	0	0	0
2643221938	Methylobacterium_sp._Leaf456	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645610091-2643221938	2	0	0	1	0	0	0	0	0	0
2585427528	Rhizobium_leguminosarum_CF307	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585539636-2585427528	7	0	0	1	0	1	3	0	1	0
2588253510	Rhizobacter_sp._OV335	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Rhizobacter	ORNL	Populus	Root	Populus_Root	2588295761-2588253510	2	1	0	0	0	1	2	1	1	1
2642422515	Leifsonia_sp._157MF	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	UNC	Arabidopsis	Root	Arabidopsis_Root	2642478259-2642422515	1	0	1	0	0	0	0	0	0	0
2643221608	Sphingopyxis_sp._Root214	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644056115-2643221608	1	1	0	0	0	0	0	0	0	0
2524614516	Pseudomonas_sp._LAIL14HWK12:I12	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2524685600-2524614516	1	1	0	0	0	0	0	1	0	1
2643221743	Rhizobium_sp._Leaf202	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644770947-2643221743	4	0	0	1	0	1	4	0	1	0
2687453760	Mesorhizobium_sp._YR577	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	ORNL	Populus	Root	Populus_Root	2690060399-2687453760	1	0	0	1	0	0	0	1	1	1
2643221935	Rhizobium_sp._Leaf386	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645595826-2643221935	3	0	0	1	0	0	0	0	0	0
2643221626	Ensifer_sp._Root31	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644147353-2643221626	2	0	0	1	0	1	2	0	0	0
2643221945	Aurantimonas_sp._Leaf443	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645643153-2643221945	1	0	0	1	0	0	0	0	0	0
2609459739	Pseudomonas_sp._Snoq117.2	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ORNL	Populus	Root	Populus_Root	2609823936-2609459739	1	1	0	0	0	0	0	0	0	0
2643221503	Pseudomonas_sp._397MF	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	UNC	Arabidopsis	Root	Arabidopsis_Root	2643589567-2643221503	1	1	0	0	0	0	0	0	1	0
2643221718	Rhizobium_sp._Root268	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644650237-2643221718	4	0	0	1	0	0	0	0	0	0
2643221730	Bacillus_sp._Root131	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644708857-2643221730	1	0	1	0	0	0	0	0	0	0
2687453686	Variovorax_sp._YR750	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ORNL	Populus	Root	Populus_Root	2689726005-2687453686	1	1	0	0	0	0	0	1	0	1
2609459643	Janthinobacterium_sp._OK676	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	ORNL	Populus	Root	Populus_Root	2609596030-2609459643	2	1	0	0	0	0	0	0	1	0
2643221892	Pseudomonas_sp._Leaf127	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645418853-2643221892	1	1	0	0	0	0	0	0	1	0
2643221685	Rhodanobacter_sp._Root480	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644478945-2643221685	1	1	0	0	0	0	0	0	1	0
2713896890	Massilia_sp._Root335	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2714738926-2713896890	4	1	0	0	0	0	0	1	1	1
2639762521	Luteibacter_sp._329MFSha	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	UNC	Arabidopsis	Root	Arabidopsis_Root	2639835313-2639762521	1	1	0	0	0	0	0	0	1	0
2643221889	Rhizobium_sp._Leaf306	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645404026-2643221889	5	0	0	1	0	1	4	0	0	0
2687453676	Phyllobacterium_sp._OV277	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	ORNL	Populus	Root	Populus_Root	2689668918-2687453676	1	0	0	1	0	0	0	1	1	1
2643221661	Phenylobacterium_sp._Root1277	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644342908-2643221661	4	0	0	1	0	1	2	0	0	0
2593339198	Paenibacillus_sp._UNCCL117	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	UNC	Arabidopsis	Root	Arabidopsis_Root	2595320715-2593339198	1	0	1	0	0	0	0	0	0	0
2643221684	Massilia_sp._Root133	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644472620-2643221684	4	1	0	0	0	0	0	0	1	0
2574180438	Methylobacterium_sp._UNCCL110	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2576795815-2574180438	1	0	0	1	0	0	0	0	0	0
2687453681	Variovorax_sp._PDC80	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ORNL	Populus	Root	Populus_Root	2689693622-2687453681	1	1	0	0	0	0	0	0	0	0
2643221495	Variovorax_paradoxus_295MFChir4.1	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	UNC	Arabidopsis	Root	Arabidopsis_Root	2643537644-2643221495	1	1	0	0	0	0	0	0	0	0
2524023168	Pseudomonas_sp._URMO17WK12:I11	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2524310865-2524023168	1	1	0	0	0	0	0	0	0	0
2585427590	Rhizobium_sp._CF048	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585819253-2585427590	5	0	0	1	0	1	3	0	0	0
2582580751	Nocardioides_sp._UNC345MFTsu5.1	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	UNC	Arabidopsis	Root	Arabidopsis_Root	2583210510-2582580751	1	0	1	0	0	0	0	0	0	0
2523533501	Pseudomonas_sp._LAIL14HWK12:I9	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2523540409-2523533501	1	1	0	0	0	0	0	1	0	1
2521172614	Microbacterium_paraoxydans_77MFTsu3.2	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2521628214-2521172614	1	0	1	0	0	0	0	0	0	0
2541046952	Pseudomonas_sp._LAIL14HWK12:I1	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2541253660-2541046952	1	1	0	0	0	0	0	1	0	1
2609459727	Duganella_sp._OV458	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	ORNL	Populus	Root	Populus_Root	2609772576-2609459727	2	1	0	0	0	0	0	0	1	0
2690315660	Janthinobacterium_sp._YR213	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	ORNL	Populus	Root	Populus_Root	2690610752-2690315660	4	1	0	0	0	1	3	0	1	0
2643221959	Bacillus_sp._Leaf406	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645712130-2643221959	1	0	1	0	0	0	0	0	0	0
2690315655	Mitsuaria_sp._PDC51	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Mitsuaria	ORNL	Populus	Root	Populus_Root	2690587613-2690315655	3	1	0	0	0	1	3	1	1	1
2643221871	Methylobacterium_sp._Leaf111	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645323877-2643221871	1	0	0	1	0	0	0	0	0	0
2643221887	Frondihabitans_sp._Leaf304	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frondihabitans	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645398452-2643221887	1	0	1	0	0	0	0	0	0	0
2643221781	Arthrobacter_sp._Leaf69	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644926871-2643221781	1	0	1	0	0	0	0	0	0	0
2643221646	Pelomonas_sp._Root1237	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644259003-2643221646	3	1	0	0	0	1	3	0	0	0
2582581298	Rhizobium_alamii_YR540	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585227028-2582581298	6	0	0	1	0	1	2	0	0	0
2615840644	Methylobacterium_sp._YR596	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ORNL	Populus	Root	Populus_Root	2616401136-2615840644	1	0	0	1	0	0	0	0	0	0
2643221639	Pelomonas_sp._Root1217	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644217230-2643221639	3	1	0	0	0	1	3	0	0	0
2690315626	Pseudoxanthomonas_sp._CF385	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	ORNL	Populus	Root	Populus_Root	2690440102-2690315626	3	1	0	0	0	1	2	0	0	0
2643221614	Phenylobacterium_sp._Root77	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644085356-2643221614	2	0	0	1	0	0	0	0	0	0
2643221532	Sphingomonas_sp._220AMFTsu3.1	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	UNC	Arabidopsis	Root	Arabidopsis_Root	2643690330-2643221532	2	1	0	1	0	0	0	0	0	0
2643221770	Frigoribacterium_sp._Leaf44	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644878078-2643221770	1	0	1	0	0	0	0	0	0	0
2521172624	Agrobacterium_sp._224MFTsu3.1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2521664857-2521172624	5	0	0	1	0	1	2	0	1	0
2643221922	Frigoribacterium_sp._Leaf186	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645537306-2643221922	1	0	1	0	0	0	0	0	0	0
2643221910	Leifsonia_sp._Leaf336	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645492170-2643221910	1	0	1	0	0	0	0	0	0	0
2585427595	Rhizobium_tropici_PTD1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585848978-2585427595	6	0	0	1	0	1	4	0	1	0
2522125078	Bacillus_sp._278922_107	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	UNC	Arabidopsis	Root	Arabidopsis_Root	2522272476-2522125078	2	0	1	0	0	1	2	0	0	0
2643221604	Nocardioides_sp._Root190	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644031707-2643221604	1	0	1	0	0	0	0	0	0	0
2590828855	Methylobacterium_brachiatum_111MFTsu3.1M4	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2593305523-2590828855	1	0	0	1	0	0	0	0	0	0
2687453812	Variovorax_sp._YR266	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ORNL	Populus	Root	Populus_Root	2690307875-2687453812	1	1	0	0	0	0	0	0	1	0
2546825541	Burkholderia_CL11	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	UNC	Arabidopsis	Root	Arabidopsis_Root	2546966723-2546825541	1	1	0	0	0	0	0	1	1	1
2563366509	Paenibacillus_sp._UNC451MF	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	UNC	Arabidopsis	Root	Arabidopsis_Root	2563405074-2563366509	1	0	1	0	0	0	0	0	0	0
2643221653	Rhizobium_sp._Root1240	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644297686-2643221653	4	0	0	1	0	1	4	0	0	0
2522125155	Terracoccus_sp._273MFTsu3.1	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terracoccus	UNC	Arabidopsis	Root	Arabidopsis_Root	2522508401-2522125155	1	0	1	0	0	0	0	0	0	0
2643221544	Pelomonas_sp._Root1444	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643743925-2643221544	1	1	0	0	0	0	0	1	0	1
2615840603	Albidiferax_sp._OV413	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	ORNL	Populus	Root	Populus_Root	2616218599-2615840603	2	1	0	0	0	1	2	0	0	0
2687453813	Duganella_sp._CF458	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	ORNL	Populus	Root	Populus_Root	2690313924-2687453813	2	1	0	0	0	0	0	1	1	1
2643221859	Methylobacterium_sp._Leaf89	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645271156-2643221859	1	0	0	1	0	0	0	0	0	0
2643221847	Rhodanobacter_sp._Soil772	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	MPCologne	Arabidopsis	Soil	Arabidopsis_Soil	2645219096-2643221847	1	1	0	0	0	0	0	0	0	0
2643221729	Bacillus_sp._Root11	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644704163-2643221729	1	0	1	0	0	0	0	0	0	0
2690315612	Devosia_sp._YR412	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	ORNL	Populus	Root	Populus_Root	2690366021-2690315612	1	0	0	1	0	0	0	0	0	0
2521172612	Curtobacterium_sp._314Chir4.1	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2521617916-2521172612	1	0	1	0	0	0	0	0	0	0
2643221825	Sphingomonas_sp._Leaf412	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645122564-2643221825	1	1	0	0	0	0	0	1	0	1
