ASV Id,log2 (Fold Change),p value ,FDR adjusted q value,Contrast (which fractions are we comparing?),Kingdom,Phylum,Class,Order,Family,Genus,Cumulative relative abuncance in soil,Cumulative relative abuncance in root,Cumulative relative abuncance in shoot
ASV3171,-3.154904281,0.030330838,0.094713808,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter,0.000201765,5.62E-06,9.77E-06
ASV3172,-3.947324477,NA,NA,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,5.35E-05,5.35E-06,6.97E-05
ASV3173,-4.419647163,0.039859905,0.116692956,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,0,0,0.000106418
ASV3174,0.884945281,0.522531447,0.693211603,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,0.000123988,3.59E-05,1.90E-05
ASV3175,-6.104380801,0.002795408,0.013044393,Root-Shoot,Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,0.000123631,1.89E-05,2.70E-05
ASV3177,2.017760655,0.228565988,0.413997224,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,5.37E-05,4.40E-05,2.15E-05
ASV3178,0.89672454,0.666195774,0.803916826,Root-Shoot,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,NA,0.000153763,2.17E-05,1.18E-06
ASV3179,-0.153278228,0.911280237,0.970200029,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0.000177701,1.74E-05,9.49E-06
ASV318,2.414952263,0.063426964,0.166617009,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,3.05E-05,0.001055664,7.18E-05
ASV3180,-5.076204181,0.057869965,0.155506672,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,0,4.26E-05,3.19E-05
ASV3181,8.007766449,4.55E-05,0.000343844,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,4.11E-05,6.05E-05,3.81E-06
ASV3182,3.692810867,0.077234145,0.193282246,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,0,6.74E-05,0
ASV3183,-4.780541487,0.022328433,0.073817025,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,0.000147376,1.24E-05,4.07E-05
ASV3185,-1.3236669,0.415501997,0.604686515,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,1.16E-05,1.95E-05,5.81E-05
ASV3186,2.504499,0.161454119,0.327295533,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,0,6.26E-05,8.71E-06
ASV3188,4.369709823,0.083308248,0.204267703,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter,0.000183296,8.45E-06,9.45E-06
ASV3189,2.744507507,NA,NA,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,0,5.95E-05,0
ASV319,0.415970762,0.569455919,0.730093485,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,0.001139443,0.000567524,0.000403237
ASV3190,2.736241469,0.087704082,0.212119587,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,0,7.33E-05,4.75E-06
ASV3192,2.84900255,NA,NA,Root-Shoot,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,0.00018613,1.46E-05,6.43E-06
ASV3193,-3.094767791,0.190548264,0.365024202,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,0.000145662,0,6.28E-05
ASV3194,2.543598235,0.377965874,0.572249102,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,0,5.71E-05,6.41E-06
ASV3195,1.335647292,0.533566147,0.702902896,Root-Shoot,Bacteria,Chloroflexi,AD3,NA,NA,NA,0.000110662,2.30E-05,9.09E-06
ASV3198,2.905778789,0.025249212,0.081717074,Root-Shoot,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,NA,NA,3.05E-06,8.12E-05,5.20E-06
ASV3199,0,1,1,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000234605,0,0
ASV32,2.145055166,0.002268026,0.010986282,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,0.000622997,0.007452736,0.001542399
ASV320,-0.587014755,0.378698661,0.572883152,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0.002103984,0.000293058,0.000442027
ASV3202,3.273678904,0.242746325,0.431085688,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,0,4.98E-05,1.89E-05
ASV3204,-3.347895106,0.003068993,0.014078854,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,NA,4.64E-05,6.20E-06,6.94E-05
ASV3205,-1.094697092,0.601074396,0.754247343,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,6.37E-05,4.61E-05,1.82E-05
ASV3206,0.181060695,0.950831206,0.993529455,Root-Shoot,Bacteria,Chloroflexi,TK10,NA,NA,NA,0.0001446,1.41E-05,1.00E-06
ASV3208,-0.8488068,0.514138158,0.686049985,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0.000201965,5.90E-06,1.70E-05
ASV3209,-1.636355321,0.146980317,0.308877711,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA,6.04E-05,2.63E-05,3.41E-05
ASV321,-3.532800414,0.001228495,0.00646418,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,4.72E-05,7.83E-05,0.001257912
ASV3210,-4.738178969,0.028107787,0.089231619,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,0,0,9.71E-05
ASV3211,28.70319433,3.04E-20,1.26E-18,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA,7.75E-06,6.41E-05,0
ASV3212,-2.646809119,0.034548015,0.104587648,Root-Shoot,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA,9.48E-05,1.22E-05,4.28E-05
ASV3213,3.600637583,0.247137828,0.436514176,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,0,7.28E-05,0
ASV3214,-4.632896222,0.015514997,0.054901678,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,0,0,8.49E-05
ASV3216,0.830137008,0.583120926,0.740400635,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,NA,NA,0,5.09E-05,3.14E-05
ASV3217,-0.439040569,0.887993884,0.953483433,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000115089,1.82E-05,9.38E-06
ASV3218,-0.034873268,0.979912822,1,Root-Shoot,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,6.41E-05,2.85E-05,2.23E-05
ASV322,-0.159914798,0.79702458,0.894083074,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,0.000433809,0.000580671,0.000645842
ASV3220,-4.320052648,0.013272294,0.04825778,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Frankiales,NA,NA,0,0,9.69E-05
ASV3221,-3.11536635,0.148022956,0.31020918,Root-Shoot,Bacteria,Chloroflexi,TK10,NA,NA,NA,0.000128989,1.01E-05,1.99E-05
ASV3222,0.046176231,0.988187211,1,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0.000192493,3.10E-06,0
ASV3223,1.616900326,0.49185407,0.668252504,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,6.98E-06,6.62E-05,1.47E-05
ASV3225,0.125772771,0.955072585,0.99574069,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,0.000163808,9.44E-06,4.33E-06
ASV3226,1.546296974,0.387530942,0.580692789,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Occallatibacter,7.99E-05,4.39E-05,5.15E-06
ASV3227,3.440676599,0.080219114,0.198773709,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,0,7.10E-05,3.77E-06
ASV3228,0.250527595,0.884294481,0.951195608,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000171935,1.26E-05,4.72E-06
ASV3229,0.24973258,NA,NA,Root-Shoot,Bacteria,Chloroflexi,TK10,NA,NA,NA,0.000220339,4.11E-06,0
ASV323,4.083153142,3.18E-10,5.00E-09,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,0.000107588,0.001063031,7.24E-05
ASV3230,2.827638122,0.187526193,0.361650139,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,6.80E-05,4.66E-05,1.65E-06
ASV3231,-3.724962631,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,0,1.83E-05,6.42E-05
ASV3234,0.408987003,0.863975216,0.937754715,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,5.11E-05,3.20E-05,4.06E-05
ASV3235,0.805322884,NA,NA,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,0,5.05E-05,5.02E-05
ASV3237,3.378121167,0.005631598,0.023713443,Root-Shoot,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,4.14E-05,5.52E-05,1.67E-06
ASV3238,-1.494912573,0.391612833,0.584184476,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,3.79E-05,1.40E-05,5.63E-05
ASV3239,1.159289496,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,0,7.46E-05,1.43E-05
ASV3240,-2.691646149,NA,NA,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,3.77E-05,5.37E-05
ASV3246,0.341020383,0.80917598,0.901919473,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,0.000137529,1.76E-05,1.04E-05
ASV3247,0.755412115,0.791480944,0.890902908,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,9.28E-05,3.21E-05,9.33E-06
ASV3248,9.160887057,0.001734574,0.008753807,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,0,6.08E-05,7.83E-06
ASV3249,-1.588063456,0.32129369,0.517151846,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA,0.000168817,7.68E-06,2.13E-05
ASV325,7.088128526,3.57E-12,7.30E-11,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,0,0.001063372,2.38E-05
ASV3250,-4.872016252,0.004549567,0.019671535,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1,0.000177768,1.53E-05,1.81E-05
ASV3251,0.141962083,0.949110404,0.992334927,Root-Shoot,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Pyrinomonadales,Pyrinomonadaceae,RB41,0.000141173,1.60E-05,8.98E-06
ASV3252,9.249975032,0.002944275,0.013567092,Root-Shoot,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,0,5.59E-05,1.43E-05
ASV3253,-1.988971206,0.439344396,0.625778918,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,0.00017526,0,1.71E-05
ASV3256,0.149630903,0.918891144,0.974578652,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,0.000158826,1.40E-05,1.07E-05
ASV3257,-0.691103785,0.729311439,0.851097284,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,0.000130783,1.49E-05,1.67E-05
ASV3258,0.479637925,NA,NA,Root-Shoot,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,0,5.76E-05,1.53E-05
ASV3259,-0.986171866,0.425510037,0.61388251,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,NA,0.000188877,1.42E-05,1.76E-05
ASV326,-1.499606309,0.072632877,0.184741551,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,9.58E-05,0.000517077,0.00070317
ASV3260,-5.03306215,0.041954315,0.121581412,Root-Shoot,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA,0.000144131,1.76E-05,6.52E-06
ASV3261,0.355162846,0.848077357,0.927847901,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,7.45E-05,3.15E-05,1.47E-05
ASV3262,-1.754737186,0.444552078,0.629783967,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,0,1.59E-05,7.14E-05
ASV3263,-0.388460135,0.888346826,0.953763054,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter,0.000253854,2.93E-06,2.79E-06
ASV3264,1.340706194,0.429184313,0.617019791,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,2.63E-05,4.45E-05,1.57E-05
ASV3265,-1.169908482,0.453963263,0.63763157,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,0.000233076,6.19E-06,1.46E-05
ASV3266,-5.185774553,0.000802814,0.004434835,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,0.000132011,1.09E-05,2.18E-05
ASV3267,-5.324893728,0.02123555,0.070977967,Root-Shoot,Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,0.000136864,8.02E-06,1.26E-05
ASV3269,7.345102245,NA,NA,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Lysinimonas,0,7.41E-05,6.52E-06
ASV3270,-4.330803295,0.062423858,0.164702104,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,0,0,9.71E-05
ASV3271,-6.34651371,0.03618229,0.108389145,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,0,3.55E-05,4.99E-05
ASV3273,-0.001510577,0.999501588,1,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,0.00018292,1.69E-05,4.42E-06
ASV3275,1.240322,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,0,5.23E-05,1.37E-05
ASV3276,1.809345905,0.216967369,0.399161099,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,0,6.68E-05,1.98E-05
ASV3277,-2.266605114,0.308474833,0.50226852,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,3.14E-05,9.14E-06,4.75E-05
ASV3279,-0.147040318,0.920827392,0.975929339,Root-Shoot,Bacteria,Latescibacteria,NA,NA,NA,NA,0.000128626,1.54E-05,2.18E-05
ASV328,10.10001256,1.52E-10,2.49E-09,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,0.000212044,0.000882502,6.98E-05
ASV3280,3.607228452,0.002909845,0.013438478,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,0,6.85E-05,0
ASV3281,0.680362837,0.778112443,0.882060043,Root-Shoot,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,0.000157854,8.28E-06,0
ASV3282,0.926865612,0.434849571,0.62238675,Root-Shoot,Bacteria,Planctomycetes,OM190,NA,NA,NA,0.000134782,2.14E-05,5.35E-06
ASV3283,-0.110075164,0.97057357,1,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,NA,0.000121677,2.03E-05,2.36E-06
ASV3286,2.587057188,0.405933458,0.595943304,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Verrucosispora,0,6.96E-05,0
ASV3287,1.411570169,0.472125285,0.653991505,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter,0.000100078,2.20E-05,9.69E-06
ASV3288,0.448848145,0.863515112,0.937452741,Root-Shoot,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,0.000202246,8.91E-06,1.24E-06
ASV329,-0.340846073,0.637747222,0.784627539,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,0.000292772,0.000551758,0.000658294
ASV3290,-5.744551701,0.000458477,0.002706748,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0.000144057,1.17E-05,3.05E-05
ASV3292,-3.316921223,0.04805441,0.135081772,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,2.80E-05,1.02E-05,5.96E-05
ASV3293,-0.655053575,0.592096002,0.747560477,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,3.70E-05,4.07E-05,2.81E-05
ASV3296,1.352485833,0.555927842,0.718828926,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.00012095,2.21E-05,3.77E-06
ASV3297,-0.625229746,0.636131868,0.78373698,Root-Shoot,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,9.44E-05,2.35E-05,2.08E-05
ASV3298,0.75622443,0.788345847,0.888408111,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,0,5.91E-05,2.03E-05
ASV3299,-1.88740977,0.544848445,0.711615621,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,0.000158786,4.36E-06,1.94E-05
ASV33,-1.738054736,0.001406726,0.00727208,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0.00183049,0.002227186,0.007093799
ASV330,4.933164757,1.99E-11,3.68E-10,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,0.000465836,0.00086826,3.90E-05
ASV3300,-7.85660816,3.58E-09,4.95E-08,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,0,5.92E-06,8.95E-05
ASV3303,0.896783717,0.626823869,0.776132185,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,5.81E-05,3.44E-05,1.07E-05
ASV3304,-0.547874463,0.737503244,0.855716281,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter,0.000270482,4.25E-06,5.40E-06
ASV3306,-2.592059463,0.044710945,0.127667708,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,0,1.81E-05,7.00E-05
ASV3308,9.189855678,0.000289411,0.001809125,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,5.69E-06,5.32E-05,4.88E-06
ASV3309,-3.9474798,0.024229781,0.079063178,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,NA,1.66E-05,6.95E-07,7.75E-05
ASV331,1.24025246,0.06952838,0.178817,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,0.000425597,0.000710976,0.000386675
ASV3310,0.433638873,0.805143735,0.89927637,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,5.14E-06,4.01E-05,3.81E-05
ASV3311,2.511925839,0.192342478,0.36736451,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000163996,1.07E-05,4.91E-06
ASV3312,-5.704424722,4.62E-05,0.000348373,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,0,6.35E-06,8.19E-05
ASV3314,-4.157455632,0.128645619,0.280592264,Root-Shoot,Bacteria,Actinobacteria,NA,NA,NA,NA,0,0,0.000113715
ASV3315,2.32899761,0.351242287,0.547829549,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA,0.000135107,1.53E-05,4.53E-06
ASV3316,-0.688434839,0.650882356,0.793529903,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,6.23E-05,2.83E-05,2.93E-05
ASV3317,0.366918393,NA,NA,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Granulicella,6.19E-05,3.37E-05,2.13E-05
ASV3318,-0.707723562,NA,NA,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000114946,2.16E-05,2.15E-05
ASV332,2.068066921,0.043216612,0.124303173,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NA,0.000168925,0.000811378,0.000198464
ASV3321,-1.524630899,0.348299295,0.544722976,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,0.00021859,1.01E-05,1.89E-05
ASV3322,-1.273666752,0.318620357,0.513981007,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,0.000151118,7.74E-06,1.68E-05
ASV3323,-0.933913283,0.674645584,0.809763237,Root-Shoot,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Pyrinomonadales,Pyrinomonadaceae,RB41,0.000233891,8.87E-06,1.16E-05
ASV3324,-9.529548842,2.92E-05,0.000228498,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,2.55E-05,3.59E-06,8.08E-05
ASV3325,0.086780722,0.961331656,0.999435876,Root-Shoot,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,8.98E-05,4.93E-05,1.65E-05
ASV3326,-2.555835088,0.017021204,0.059375491,Root-Shoot,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA,9.90E-05,1.40E-05,3.23E-05
ASV3327,-0.73851664,NA,NA,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,2.95E-05,2.32E-05,3.70E-05
ASV3328,-3.552036823,0.110001775,0.250529893,Root-Shoot,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,0.000155884,1.30E-05,8.20E-06
ASV3329,-4.502815231,0.038117043,0.112614067,Root-Shoot,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA,0,0,8.65E-05
ASV333,-0.077430836,0.903907316,0.964644563,Root-Shoot,Bacteria,Chloroflexi,TK10,NA,NA,NA,0.001719376,0.000321018,0.000330159
ASV3330,3.23589857,0.046276373,0.131228844,Root-Shoot,Bacteria,Acidobacteria,Subgroup_15,NA,NA,NA,0.000223402,9.53E-06,5.65E-06
ASV3331,-0.425098483,0.73932295,0.856807469,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7,0.000153501,8.26E-06,1.35E-05
ASV3333,-3.403577128,0.274188202,0.465393049,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,3.87E-05,0,7.20E-05
ASV3334,-5.836472941,0.000450039,0.002666093,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA,7.89E-05,3.84E-05,3.66E-05
ASV3335,-1.897323138,0.400020568,0.590834528,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.00011761,1.68E-05,1.36E-05
ASV3336,-4.059532614,0.016300573,0.057288204,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA,0,5.26E-06,8.67E-05
ASV3338,0.525295111,0.769718639,0.876504482,Root-Shoot,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,7.99E-05,2.47E-05,1.02E-05
ASV3339,0.228759586,NA,NA,Root-Shoot,Bacteria,Acidobacteria,Subgroup_20,NA,NA,NA,9.99E-05,2.68E-05,1.19E-06
ASV334,-3.764620217,0.000310415,0.001926402,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,3.87E-05,0.000104752,0.001194821
ASV3340,-1.261144551,0.405316316,0.595411228,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,5.11E-05,2.73E-05,2.78E-05
